Attaching to vllm-autoheal, vllm-chat, vllm-embed
vllm-chat  | (APIServer pid=1) INFO:     172.24.0.5:37200 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:51538 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:38044 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:59568 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:44192 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:21:20 [loggers.py:271] Engine 000: Avg prompt throughput: 452.2 tokens/s, Avg generation throughput: 26.9 tokens/s, Running: 1 reqs, Waiting: 1 reqs, GPU KV cache usage: 4.3%, Prefix cache hit rate: 8.7%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:21:22 [loggers.py:271] Engine 000: Avg prompt throughput: 23.4 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:51798 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:21:30 [loggers.py:271] Engine 000: Avg prompt throughput: 332.3 tokens/s, Avg generation throughput: 26.0 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 6.9%, Prefix cache hit rate: 8.4%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:51034 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:21:32 [loggers.py:271] Engine 000: Avg prompt throughput: 28.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:45282 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:21:40 [loggers.py:271] Engine 000: Avg prompt throughput: 321.1 tokens/s, Avg generation throughput: 26.0 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 6.9%, Prefix cache hit rate: 8.1%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:21:42 [loggers.py:271] Engine 000: Avg prompt throughput: 30.4 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:37476 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:56976 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:54336 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:42798 - "GET /health HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:21:50 [loggers.py:271] Engine 000: Avg prompt throughput: 546.1 tokens/s, Avg generation throughput: 26.1 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 7.7%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:21:52 [loggers.py:271] Engine 000: Avg prompt throughput: 16.5 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.1:48990 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:60884 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:40184 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43678 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:22:00 [loggers.py:271] Engine 000: Avg prompt throughput: 372.6 tokens/s, Avg generation throughput: 22.2 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 6.9%, Prefix cache hit rate: 7.4%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:43274 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:22:02 [loggers.py:271] Engine 000: Avg prompt throughput: 13.5 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:50624 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:22:10 [loggers.py:271] Engine 000: Avg prompt throughput: 86.1 tokens/s, Avg generation throughput: 14.9 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 4.3%, Prefix cache hit rate: 9.1%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:22:12 [loggers.py:271] Engine 000: Avg prompt throughput: 21.6 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:56714 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:38506 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:56934 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:49230 - "GET /health HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:22:20 [loggers.py:271] Engine 000: Avg prompt throughput: 314.5 tokens/s, Avg generation throughput: 18.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 3.4%, Prefix cache hit rate: 8.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:22:22 [loggers.py:271] Engine 000: Avg prompt throughput: 23.5 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:40034 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:59730 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:22:30 [loggers.py:271] Engine 000: Avg prompt throughput: 216.5 tokens/s, Avg generation throughput: 18.1 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 4.3%, Prefix cache hit rate: 10.2%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:42388 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-15 10:22:32 [loggers.py:271] Engine 000: Avg prompt throughput: 17.9 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:22:40 [loggers.py:271] Engine 000: Avg prompt throughput: 314.5 tokens/s, Avg generation throughput: 14.0 tokens/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 6.9%, Prefix cache hit rate: 10.0%
vllm-embed     | (APIServer pid=1) INFO 06-15 10:22:42 [loggers.py:271] Engine 000: Avg prompt throughput: 22.4 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:54636 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:55238 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:56886 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:39200 - "GET /health HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-15 10:22:50 [loggers.py:271] Engine 000: Avg prompt throughput: 88.7 tokens/s, Avg generation throughput: 18.6 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 4.3%, Prefix cache hit rate: 11.4%
vllm-embed     | (APIServer pid=1) INFO 06-15 10:22:52 [loggers.py:271] Engine 000: Avg prompt throughput: 1.2 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:43688 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36696 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.1:57250 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:54302 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37392 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37382 - "POST /v1/embeddings HTTP/1.1" 200 OK
